DirectorName - unedited,First_Name,Last_Name
Alexei Marko,Alexei,Marko
Doctor Bill O'Neill,Bill,O'Neill
Doctor Jane Hsiao,Jane,Hsiao
Doug Janzen,Doug,Janzen
Paul Geyer,Paul,Geyer
Steve Rubin,Steve,Rubin
Doctor Ronald Denis,Ronald,Denis
Francois Roy,Francois,Roy
Jim Hamilton,Jim,Hamilton
John Moretz,John,Moretz
Katherine Crewe,Katherine,Crewe
Leendert Staal,Leendert,Staal
Pierre Fitzgibbon,Pierre,Fitzgibbon
Evgenij Iorich,Evgenij,Iorich
Giulio Bonifacio,Giulio,Bonifacio
Joe Giuffre,Joe,Giuffre
Mike Brown,Mike,Brown
Paul Matysek,Paul,Matysek
Stephen Gill,Stephen,Gill
Vic Bradley,Vic,Bradley
Cliff Davis,Cliff,Davis
Doctor Bob Gayton,Bob,Gayton
Gary German,Gary,German
Gerard Munera,Gerard,Munera
Ian Ashby,Ian,Ashby
Tookie Angus,Tookie,Angus
The Hon. Brian Tobin,Brian,Tobin
V. James Sardo,V.,Sardo
Larry Edwards,Larry,Edwards
John Marinucci,John,Marinucci
Adam Gray,Adam,Gray
Krystyna Hoeg,Krystyna,Hoeg
Phyllis Cochran,Phyllis,Cochran
Paulo Cezar da Silva Nunes,Paulo,da Silva Nunes
Paul Soubry,Paul,Soubry
Krys Hoeg,Krys,Hoeg
Jim Sardo,Jim,Sardo
Bob Gallagher,Bob,Gallagher
Jim Estey,Jim,Estey
Kay Priestly,Kay,Priestly
Martyn Konig,Martyn,Konig
Randall Oliphant,Randall,Oliphant
Ray Threlkeld,Ray,Threlkeld
The Hon. David Emerson,David,Emerson
Vahan Kololian,Vahan,Kololian
Antoine Amiel,Antoine,Amiel
C Pearson,C,Pearson
M Cleman,M,Cleman
Martial GagnÃ©,Martial,GagnÃ©
Paul Echenberg,Paul,Echenberg
Richard Cherney,Richard,Cherney
W Bennett,W,Bennett
Chanakya Chaudhary,Chanakya,Chaudhary
Howard Lutley,Howard,Lutley
Kevin Bullock,Kevin,Bullock
Mario Caron,Mario,Caron
Sandip Biswas,Sandip,Biswas
Shri Dibyendu Bose,Dibyendu,Bose
Dr. Rui Feng,Rui,Feng
Jack Austin,Jack,Austin
David Kong,David,Kong
Greg Hawkins,Greg,Hawkins
Fengzhen Yan,Fengzhen,Yan
Gordon Pridham,Gordon,Pridham
Harvey Doerr,Harvey,Doerr
John Barkhouse,John,Barkhouse
Laurie Tugman,Laurie,Tugman
Mike Starzer,Mike,Starzer
Raymond Milligan,Raymond,Milligan
Ron Gemmell,Ron,Gemmell
Sue Riddell Rose,Sue,Riddell Rose
Tom Ryley,Tom,Ryley
Al MacPhee,Al,MacPhee
David Matheson,David,Matheson
Don Warr,Don,Warr
Harry Steele,Harry,Steele
Mickey MacDonald,Mickey,MacDonald
Rob Steele,Rob,Steele
Doctor Bruce Gottwald Sr,Bruce,Gottwald
H Harris III,H,Harris
Jim Rogers,Jim,Rogers
Mark Gambill,Mark,Gambill
Patrick Hanley,Patrick,Hanley
Phyllis Cothran,Phyllis,Cothran
Teddy Gottwald,Teddy,Gottwald
William M. Tatham,William,Tatham
William T. Holland,William,Holland
Ian McPhee,Ian,McPhee
David Yach,David,Yach
Deborah E. Rosati,Deborah,Rosati
John Sanderson,John,Sanderson
Craig Scherba,Craig,Scherba
Quentin Yarie,Quentin,Yarie
Robin Borley,Robin,Borley
"Albert A. Thiess, Jr.",Albert,"Thiess,"
Dean Comand,Dean,Comand
Dalton Larson,Dalton,Larson
Bill Hornaday,Bill,Hornaday
Chris Rudge,Chris,Rudge
E Knowles,E,Knowles
Kevin Clarke,Kevin,Clarke
Robert Ellsworth Jr,Robert,Ellsworth
Doctor Donald Kramer,Donald,Kramer
Mike Nichols,Mike,Nichols
Peter Horan,Peter,Horan
Steve Ozonian,Steve,Ozonian
Tom Foster III,Tom,Foster
Denis Turcotte,Denis,Turcotte
J Gordon,J,Gordon
Jack Cockwell,Jack,Cockwell
John Shineton,John,Shineton
Paul GagnÃ©,Paul,GagnÃ©
Paul Houston,Paul,Houston
Peter Wijnbergen,Peter,Wijnbergen
Pierre Dupuis,Pierre,Dupuis
Doctor Amiee Chan,Amiee,Chan
Fabio Doninelli,Fabio,Doninelli
James Topham,James,Topham
Joseph Caprio,Joseph,Caprio
Peter Ciceri,Peter,Ciceri
Billy Oehmig,Billy,Oehmig
Bryan Pinney,Bryan,Pinney
Jay Thornton,Jay,Thornton
Martin Ferron,Martin,Ferron
Ron McIntosh,Ron,McIntosh
David Nowak,David,Nowak
Dean Chambers,Dean,Chambers
Greg Fauquier,Greg,Fauquier
J Gordon,J,Gordon
John Jentz,John,Jentz
Christopher Zahovskis,Christopher,Zahovskis
Marchand Snyman,Marchand,Snyman
Robert A. Dickinson,Robert,Dickinson
T. Barry Coughlan,T.,Coughlan
Peter C. Mitchell,Peter,Mitchell
Darcy Rezac,Darcy,Rezac
Scott D. Cousens,Scott,Cousens
Jacob Roorda,Jacob,Roorda
John Rooney,John,Rooney
Jim Artindale,Jim,Artindale
Ian Bruce,Ian,Bruce
Doug Manner,Doug,Manner
Craig Glick,Craig,Glick
Brian Minnehan,Brian,Minnehan
Robert Tichio,Robert,Tichio
Olivia Wassenaar,Olivia,Wassenaar
Hal Kvisle,Hal,Kvisle
Bob Dickinson,Bob,Dickinson
Christian Milau,Christian,Milau
David Laing,David,Laing
Desmond Balakrishnan,Desmond,Balakrishnan
Gordon Keep,Gordon,Keep
Ken Pickering,Ken,Pickering
Ron Thiessen,Ron,Thiessen
Steven Decker,Steven,Decker
Richard Hokin,Richard,Hokin
William F. Leimkuhler,William,Leimkuhler
Robert L. Lentz,Robert,Lentz
Troy C. Patton,Troy,Patton
Gregory Wolf,Gregory,Wolf
Ciel R. Caldwell,Ciel,Caldwell
Alexander “Hap” Ellis III,Alexander,Ellis
John Simon,John,Simon
Marcus Baker,Marcus,Baker
Barry Gilmour,Barry,Gilmour
Doctor Marie Bountrogianni,Marie,Bountrogianni
Jim Temerty,Jim,Temerty
Linda Bertoldi,Linda,Bertoldi
Russell Goodman,Russell,Goodman
The Rt. Hon. John Turner,John,Turner
Chris McGinley,Chris,McGinley
Dennis Hoffman,Dennis,Hoffman
Doug Mitchell,Doug,Mitchell
Kevin Grayston,Kevin,Grayston
Scott Thon,Scott,Thon
Teri McKibbon,Teri,McKibbon
Todd Cook,Todd,Cook
Bill MacKinnon,Bill,MacKinnon
Bob White,Bob,White
Patrice Merrin,Patrice,Merrin
Tom Wellner,Tom,Wellner
Tony Griffiths,Tony,Griffiths
Clynt Nauman,Clynt,Nauman
Doctor Marc Faber,Marc,Faber
Doctor Tom Kaplan,Tom,Kaplan
Gerry McConnell,Gerry,McConnell
Gil Leathley,Gil,Leathley
Greg Lang,Greg,Lang
Igor Levental,Igor,Levental
Kalidas Madhavpeddi,Kalidas,Madhavpeddi
Rick van Nieuwenhuyse,Rick,van Nieuwenhuyse
Sharon Dowdall,Sharon,Dowdall
Tony Walsh,Tony,Walsh
John London,John,London
Daniel Chicoine,Daniel,Chicoine
David Copeland,David,Copeland
Anthony Dobranowski,Anthony,Dobranowski
Jacques Messier,Jacques,Messier
Samira Sakhia,Samira,Sakhia
Serge Gouin,Serge,Gouin
Ewout R. Heersink,Ewout,Heersink
Arianna Huffington,Arianna,Huffington
J. Robert S. Prichard,J.,Prichard
Heather M. Reisman,Heather,Reisman
Arni C. Thorsteinson,Arni,Thorsteinson
Jean Gandur,Jean,Gandur
Gerry Macey,Gerry,Macey
Peter Newman,Peter,Newman
Rick Alexander,Rick,Alexander
Doctor Diane Garrett,Diane,Garrett
Doctor Geoff Raby,Geoff,Raby
Paul Sweeney,Paul,Sweeney
James E Askew,James,Askew
William H Myckatyn,William,Myckatyn
"Jose P Leviste, Jr. ",Jose,Leviste
James Shale,James,Shale
Michael Wilkes,Michael,Wilkes
Craig Skauge,Craig,Skauge
Rick Skauge,Rick,Skauge
Brian Newman,Brian,Newman
Dennis Nerland,Dennis,Nerland
Gerard Janssen,Gerard,Janssen
Tony Lanzl,Tony,Lanzl
Alan Rice,Alan,Rice
Angela Holtham,Angela,Holtham
Doctor Matt Coffey,Matt,Coffey
Doctor William Rice,William,Rice
J Lievonen,J,Lievonen
Professor Doctor Bernd Seizinger,Bernd,Seizinger
Wayne Pisano,Wayne,Pisano
Andrew Shapack,Andrew,Shapack
Christopher Cann,Christopher,Cann
David Schiffer,David,Schiffer
Edward Dato,Edward,Dato
Hani Zayadi,Hani,Zayadi
Raymond Cheung,Raymond,Cheung
Richard Michaeloff,Richard,Michaeloff
Robert Wolf,Robert,Wolf
Daniel C. Casey,Daniel,Casey
William A. Etherington,William,Etherington
Peter C. Godsoe,Peter,Godsoe
John B. McCoy,John,McCoy
Gerald W. Schwartz,Gerald,Schwartz
Brian Jackman,Brian,Jackman
Debbie Weinstein,Debbie,Weinstein
Gail Hamilton,Gail,Hamilton
Kate Stevenson,Kate,Stevenson
Mark Barrenechea,Mark,Barrenechea
Mike Slaunwhite,Mike,Slaunwhite
Randy Fowlie,Randy,Fowlie
Steve Sadler,Steve,Sadler
Tom Jenkins,Tom,Jenkins
Jean-Yves Laliberté,Jean-Yves,Laliberté
Pierre Alexandre,Pierre,Alexandre
Éric Alexandre,Éric,Alexandre
Paul Carmel,Paul,Carmel
William N. Gula,William,Gula
Edmund Stuart,Edmund,Stuart
Horng Lee,Horng,Lee
John Walmsley,John,Walmsley
Pablo Marcet,Pablo,Marcet
Pedro Salazar,Pedro,Salazar
Roger Davey,Roger,Davey
Ignacio Salazar,Ignacio,Salazar
David Rhodes,David,Rhodes
Doctor Alexander Yakubchuk,Alexander,Yakubchuk
Doctor Sergey Kurzin,Sergey,Kurzin
Mark Corra,Mark,Corra
Alan Edwards,Alan,Edwards
Ed Guimaraes,Ed,Guimaraes
Gordon Pridham,Gordon,Pridham
Jim Gilbert,Jim,Gilbert
Sara Magner,Sara,Magner
Brad Camp,Brad,Camp
Nevin Karim,Nevin,Karim
André Gaumond,André,Gaumond
Charlie Page,Charlie,Page
Francoise Bertrand,Francoise,Bertrand
Jacques Perron,Jacques,Perron
Joanne Ferstman,Joanne,Ferstman
John Burzynski,John,Burzynski
M Labbé,M,Labbé
Sean Roosen,Sean,Roosen
Vic Bradley,Vic,Bradley
Bernardo Carriquiry,Bernardo,Carriquiry
Bob Wares,Bob,Wares
Dave Christie,Dave,Christie
John Burzynski,John,Burzynski
Jose Vizquerra-Benavides,Jose,Vizquerra-Benavides
Keith McKay,Keith,McKay
Ned Goodman,Ned,Goodman
Patrick Anderson,Patrick,Anderson
Sean Roosen,Sean,Roosen
William John,William,John
Bernardo Calderon,Bernardo,Calderon
Murray John,Murray,John
Jeffrey Allan Quartermaine,Jeffrey,Quartermaine
Reginald Norman Gillard,Reginald,Gillard
Colin John Carson,Colin,Carson
Terence Sean Harvey,Terence,Harvey
Michael Andrew Bohm,Michael,Bohm
John Francis Gerald McGloin,John,McGloin
Alexander John Davidson,Alexander,Davidson
Vanessa Rennie,Vanessa,Rennie
Don Douglas,Don,Douglas
Ken Read,Ken,Read
Frank Baker,Frank,Baker
Gordon Tallman,Gordon,Tallman
Alan Smith,Alan,Smith
Bill Smith,Bill,Smith
Bruce Carruthers,Bruce,Carruthers
Edward Kernaghan,Edward,Kernaghan
John Hooks,John,Hooks
Judith Athaide,Judith,Athaide
Larry Hibbard,Larry,Hibbard
Myron Tetreault,Myron,Tetreault
Randy Charron,Randy,Charron
Roger Thomas,Roger,Thomas
André Desmarais,André,Desmarais
Paul Desmarais Jr,Paul,Desmarais
Colonel Tony Graham,Tony,Graham
Doctor Emöke Szathmáry,Emöke,Szathmáry
Isabelle Marcoux,Isabelle,Marcoux
J Jackson,J,Jackson
Marcel Coutu,Marcel,Coutu
Pierre Beaudoin,Pierre,Beaudoin
Robert Orr,Robert,Orr
Tim Ryan Jr,Tim,Ryan
Ewan Downie,Ewan,Downie
John Begeman,John,Begeman
Claude Lemasson,Claude,Lemasson
John Seaman,John,Seaman
Mike Vitton,Mike,Vitton
Ron Little,Ron,Little
J. Cowan McKinney,J.,McKinney
Stuart D. Ross,Stuart,Ross
Stuart O. McLaughlin,Stuart,McLaughlin
Gary B. Sutherland,Gary,Sutherland
Art Madden,Art,Madden
David Cornhill,David,Cornhill
Doctor Nereus Joubert,Nereus,Joubert
Glenn Carley,Glenn,Carley
Kevin Angus,Kevin,Angus
Lynn Kis,Lynn,Kis
Patrick Ward,Patrick,Ward
Peter Williams,Peter,Williams
Christopher Dunn,Christopher,Dunn
David Press,David,Press
Doctor Michael Steinmann,Michael,Steinmann
Gill Winckler,Gill,Winckler
Mike Carroll,Mike,Carroll
Neil De Gelder,Neil,De Gelder
Ross Beaty,Ross,Beaty
Walter Segsworth,Walter,Segsworth
David Knott,David,Knott
Dirk Junge,Dirk,Junge
Doctor Clay Riddell,Clay,Riddell
James Bell,James,Bell
Jim Riddell,Jim,Riddell
John Gorman,John,Gorman
John Roy,John,Roy
Sue Riddell Rose,Sue,Riddell Rose
Bob Engbloom,Bob,Engbloom
Curtis Bartlett,Curtis,Bartlett
John Bechtold,John,Bechtold
Lisa Colnett,Lisa,Colnett
Norman McIntyre,Norman,McIntyre
Paul Wright,Paul,Wright
Ron Miller,Ron,Miller
Wayne Foo,Wayne,Foo
Bob Espey,Bob,Espey
David Spencer,David,Spencer
Domenic Pilla,Domenic,Pilla
Jim Pantelidis,Jim,Pantelidis
John Bechtold,John,Bechtold
Lisa Colnett,Lisa,Colnett
Tim Hogarth,Tim,Hogarth
Allan Kimberley,Allan,Kimberley
C Ross,C,Ross
Dexter John,Dexter,John
Simon Nyilassy,Simon,Nyilassy
Jim Hill,Jim,Hill
Jim Howe,Jim,Howe
Judi Hess,Judi,Hess
Marcel Kessler,Marcel,Kessler
T Collins,T,Collins
Anne-Marie Ainsworth,Anne-Marie,Ainsworth
Bob Michaleski,Bob,Michaleski
David LeGresley,David,LeGresley
Gordon Kerr,Gordon,Kerr
Grant Billing,Grant,Billing
Jeff Smith,Jeff,Smith
Leslie O'Donoghue,Leslie,O'Donoghue
Lorne Gordon,Lorne,Gordon
Mick Dilger,Mick,Dilger
Randy Findlay,Randy,Findlay
D Stewart,D,Stewart
Derek Evans,Derek,Evans
Jamie Sokalsky,Jamie,Sokalsky
Jim McFarland,Jim,McFarland
Kel Johnston,Kel,Johnston
Margaret Byl,Margaret,Byl
Terry Poole,Terry,Poole
Wayne Foo,Wayne,Foo
George H. Brookman,George,Brookman
John Brydson,John,Brydson
Raymond D. Crossley,Raymond,Crossley
William A. Friley,William,Friley
David L. French,David,French
Richard L. George,Richard,George
Maureen Cormier Jackson,Maureen,Cormier Jackson
Jay W. Thornton,Jay,Thornton
Gillian H. Denham,Gillian,Denham
David E. Roberts,David,Roberts
Robert T. Boyd,Robert,Boyd
Alan Carter,Alan,Carter
Richard Cohen,Richard,Cohen
Eric Friedland,Eric,Friedland
Myron Goldstein,Myron,Goldstein
Peter Meredith,Peter,Meredith
Eric Friendland,Eric,Friendland
Raj Chellaraj,Raj,Chellaraj
Subhransu (“Brian”) Mukherjee,Subhransu,Mukherjee
Suranga Chandratillake,Suranga,Chandratillake
Mark Opzoomer,Mark,Opzoomer
Ujjal Kohli,Ujjal,Kohli
Anthony Bettencourt,Anthony,Bettencourt
Andrea Lee,Andrea,Lee
Doctor Clay Riddell,Clay,Riddell
Don Nelson,Don,Nelson
Geoff Merritt,Geoff,Merritt
Howard Ward,Howard,Ward
Randy Johnson,Randy,Johnson
Rob Maitland,Rob,Maitland
Sue Riddell Rose,Sue,Riddell Rose
James H. Coleman,James,Coleman
Roy Larson,Roy,Larson
Gerald A. Romanzin,Gerald,Romanzin
Paul Shelley,Paul,Shelley
Daniel T. Tsubouchi,Daniel,Tsubouchi
Garry G. Wetsch,Garry,Wetsch
Rick Quigley,Rick,Quigley
Patrick Arnell,Patrick,Arnell
Donald Cormack,Donald,Cormack
Don Gray,Don,Gray
Brian Minnehan,Brian,Minnehan
Peter Verburg,Peter,Verburg
Jeffrey Zlotky,Jeffrey,Zlotky
Stephen White,Stephen,White
Kevin Adair,Kevin,Adair
Brian Davis,Brian,Davis
Darren Gee,Darren,Gee
Don Gray,Don,Gray
Greg Fletcher,Greg,Fletcher
Mick MacBean,Mick,MacBean
Scott Robinson,Scott,Robinson
Stephen Chetner,Stephen,Chetner
Cal Everett,Cal,Everett
Doctor Mark O'Dea,Mark,O'Dea
Donald McInnes,Donald,McInnes
Rob Pease,Rob,Pease
Sean Tetzlaff,Sean,Tetzlaff
Ian P. Howat,Ian,Howat
Craig Miller,Craig,Miller
Howard Riback,Howard,Riback
Peter Tolnai,Peter,Tolnai
Elizabeth Wright,Elizabeth,Wright
Jay Swartz,Jay,Swartz
Michelle Savoy,Michelle,Savoy
Richard McCoy,Richard,McCoy
Diana Walters,Diana,Walters
Doctor Barry Smee,Barry,Smee
Eric Carlson,Eric,Carlson
Frank Hallam,Frank,Hallam
Iain Mclean,Iain,Mclean
R Jones,R,Jones
Tim Marlow,Tim,Marlow
Barbara Trenholm,Barbara,Trenholm
Earl Brewer,Earl,Brewer
Ed Babineau,Ed,Babineau
Michael Zakuta,Michael,Zakuta
Robert Boudreau,Robert,Boudreau
Steve Johnson,Steve,Johnson
The Hon. Denis Losier,Denis,Losier
Bernay Box,Bernay,Box
Bruce Croxon,Bruce,Croxon
Christopher Barnard,Christopher,Barnard
Doug Carty,Doug,Carty
John Thompson,John,Thompson
Mike Beckerman,Mike,Beckerman
Rob Maclean,Rob,Maclean
Marc Murnaghan,Marc,Murnaghan
Jaime Guillen,Jaime,Guillen
Jorge Bernhard,Jorge,Bernhard
Jim Lawless,Jim,Lawless
Anthony Mitchell,Anthony,Mitchell
Gene Martineau,Gene,Martineau
Herb Wilson,Herb,Wilson
Len Boggio,Len,Boggio
Marco Romero,Marco,Romero
Terry Lyons,Terry,Lyons
Del Crewson,Del,Crewson
Doctor Jerry Gray,Jerry,Gray
Doug Pollard,Doug,Pollard
Garry Leach,Garry,Leach
Gordon Pollard,Gordon,Pollard
John Pollard,John,Pollard
Al Hodnik,Al,Hodnik
Doctor David Dreisinger,David,Dreisinger
Jon Cherry,Jon,Cherry
Matt Daley,Matt,Daley
Mike Sill,Mike,Sill
Stephen Rowland,Stephen,Rowland
Walter Forrest,Walter,Forrest
William Murray,William,Murray
Paul Fornazzari,Paul,Fornazzari
Loudon Owen,Loudon,Owen
Michael Brown,Michael,Brown
David Del Chiaro,David,Del Chiaro
Gary Figueira,Gary,Figueira
Bob Steacy,Bob,Steacy
Charlotte Burke,Charlotte,Burke
Graham Savage,Graham,Savage
Leonard Sharpe,Leonard,Sharpe
Martin Nisenholtz,Martin,Nisenholtz
Mitch Cohen,Mitch,Cohen
Paul Godfrey,Paul,Godfrey
Rod Phillips,Rod,Phillips
Stephanie Coyles,Stephanie,Coyles
Wendy Henkelman,Wendy,Henkelman
Aaron Regent,Aaron,Regent
Alice Laberge,Alice,Laberge
Charles Hoffman,Charles,Hoffman
Chris Burley,Chris,Burley
Doctor Consuelo Madere,Consuelo,Madere
Don Chynoweth,Don,Chynoweth
Elena Viyella de Paliza,Elena,Viyella de Paliza
Jeff McCaig,Jeff,McCaig
Jerry Grandey,Jerry,Grandey
Jochen Tilk,Jochen,Tilk
John Estey,John,Estey
Keith Martell,Keith,Martell
Robert C. Gross,Robert,Gross
Guy Bentinck,Guy,Bentinck
Stephen Harapiak,Stephen,Harapiak
Rahoul Sharan,Rahoul,Sharan
Philip Williams,Philip,Williams
Rocco Rossi,Rocco,Rossi
Navin Dave,Navin,Dave
Christian Noyer,Christian,Noyer
H. Excellency Gary Doer,Gary,Doer
André Desmarais,André,Desmarais
Colonel Tony Graham,Tony,Graham
Doctor Emöke Szathmáry,Emöke,Szathmáry
Gérald Frère,Gérald,Frère
J Jackson,J,Jackson
Marc Bibeau,Marc,Bibeau
Paul Desmarais Jr,Paul,Desmarais
Professor Doctor Louise Roy,Louise,Roy
Robert Orr,Robert,Orr
Ryan Royer,Ryan,Royer
Tim Ryan Jr,Tim,Ryan
Peter Harder,Peter,Harder
Raymond Royer,Raymond,Royer
Andrew Phillips,Andrew,Phillips
Grant Zawalsky,Grant,Zawalsky
Jim Estey,Jim,Estey
Margaret McKenzie,Margaret,McKenzie
Sheldon Steeves,Sheldon,Steeves
Allen Hagerman,Allen,Hagerman
Bob Phillips,Bob,Phillips
Brian Gibson,Brian,Gibson
Catherine Hughes,Catherine,Hughes
Doctor Kevin Meyers,Kevin,Meyers
Kevin Neveu,Kevin,Neveu
Steve Krablin,Steve,Krablin
Steve Letwin,Steve,Letwin
William Donovan,William,Donovan
Tony Makuch,Tony,Makuch
George Paleologou,George,Paleologou
Hugh McKinnon,Hugh,McKinnon
John Hodge,John,Hodge
John Zaplatynsky,John,Zaplatynsky
Johnny Ciampi,Johnny,Ciampi
Kathleen Keller-Hobson,Kathleen,Keller-Hobson
Bob Quartermain,Bob,Quartermain
Christopher Dunn,Christopher,Dunn
Corey Shen,Corey,Shen
Doctor Nikki Adshead-Bell,Nikki,Adshead-Bell
George Paspalas,George,Paspalas
Joe Ovsenek,Joe,Ovsenek
Peter Birkey,Peter,Birkey
Ross Mitchell,Ross,Mitchell
Bob Quartermain,Bob,Quartermain
Brad Marchant,Brad,Marchant
David Demers,David,Demers
Ernie Mast,Ernie,Mast
Grant Edey,Grant,Edey
Joe Conway,Joe,Conway
Michael Riley,Michael,Riley
Wade Nesmith,Wade,Nesmith
Bill Wyman,Bill,Wyman
Doctor Elliot Goldstein,Elliot,Goldstein
Doctor Neil Cashman,Neil,Cashman
Gene Williams II,Gene,Williams
Johannes Roth,Johannes,Roth
Pat Kirwin,Pat,Kirwin
Andrew Bishop,Andrew,Bishop
Bruce Wendel,Bruce,Wendel
Chuck Kenworthy,Chuck,Kenworthy
Doctor John Moran,John,Moran
Doctor Ray Hakim,Ray,Hakim
Ken Galbraith,Ken,Galbraith
Louise Ménard,Louise,Ménard
Nancy Orr-Gaucher,Nancy,Orr-Gaucher
Paul Mesburis,Paul,Mesburis
Pierre Laurin,Pierre,Laurin
Professor Doctor Simon Best,Simon,Best
Stefan Clulow,Stefan,Clulow
John Lee,John,Lee
D. Greg Hall,D.,Hall
Harald Batista,Harald,Batista
Masa Igata,Masa,Igata
Bob Robotti,Bob,Robotti
Clark Zentner,Clark,Zentner
Daphne Corbett,Daphne,Corbett
Karen El-Tawil,Karen,El-Tawil
Peter Burnham,Peter,Burnham
Douglas Scott,Douglas,Scott
Jim Bogusz,Jim,Bogusz
Kevan Gorrie,Kevan,Gorrie
Rick Turner,Rick,Turner
Robert King,Robert,King
Steve Evans,Steve,Evans
Charlie Fischer,Charlie,Fischer
David McDermid,David,McDermid
Jack Elliott,Jack,Elliott
Jamie Paulson,Jamie,Paulson
Mike Kanovsky,Mike,Kanovsky
Peter Paulson,Peter,Paulson
Ray Crossley,Ray,Crossley
Sara Elford,Sara,Elford
Doctor Geoff Cox,Geoff,Cox
Doctor Steve Sabba,Steve,Sabba
Jason Aryeh,Jason,Aryeh
John Thomas Jr,John,Thomas
Doctor Pierre Laurin,Pierre,Laurin
Geneviève Marcon,Geneviève,Marcon
Jean La Couture,Jean,La Couture
Normand Provost,Normand,Provost
Robert Paré,Robert,Paré
Sylvie Lalande,Sylvie,Lalande
The Rt. Hon. Martin Mulroney,Martin,Mulroney
Érik Péladeau,Érik,Péladeau
Michael Pesner,Michael,Pesner
Neil Wiener,Neil,Wiener
Pierre Lortie,Pierre,Lortie
Prashant Pathak,Prashant,Pathak
Ronny Kay,Ronny,Kay
Yves Beauchamp,Yves,Beauchamp
Alain Cartier,Alain,Cartier
Bjorn Tonnessen,Bjorn,Tonnessen
Dennis Sykora,Dennis,Sykora
Earl Hickok,Earl,Hickok
Michael Binnion,Michael,Binnion
Jeremy Reitman,Jeremy,Reitman
Stephen Reitman,Stephen,Reitman
Dan Rabinowicz,Dan,Rabinowicz
David Kassie,David,Kassie
Howard Stotland,Howard,Stotland
John Swidler,John,Swidler
Marie-Josée Lamothe,Marie-Josée,Lamothe
Robert Vineberg,Robert,Vineberg
Sam Minzberg,Sam,Minzberg
Gerry Glynn,Gerry,Glynn
Derek Ridout,Derek,Ridout
Don Wright,Don,Wright
Rami Younes,Rami,Younes
Wayne McLeod,Wayne,McLeod
Bonnie Brooks,Bonnie,Brooks
Chuck Winograd,Chuck,Winograd
Clare Copeland,Clare,Copeland
Dale Lastman,Dale,Lastman
Doctor Sharon Sallows,Sharon,Sallows
Ed Sonshine,Ed,Sonshine
Luc Vanneste,Luc,Vanneste
Paul Godfrey,Paul,Godfrey
S Marshall,S,Marshall
Ravi Saligram,Ravi,Saligram
Bev Briscoe,Bev,Briscoe
Bob Elton,Bob,Elton
Chris Zimmerman,Chris,Zimmerman
Ed Pitoniak,Ed,Pitoniak
Eric Patel,Eric,Patel
Erik Olsson,Erik,Olsson
Doug N. Baker,Doug,Baker
John A. Brussa,John,Brussa
Andrew L. Hogg,Andrew,Hogg
James M. Saunders,James,Saunders
Craig W. Stewart,Craig,Stewart
Lloyd C. Swift,Lloyd,Swift
John W. Ferguson,John,Ferguson
Michael J. Carrick,Michael,Carrick
Justine A. Magee,Justine,Magee
Robert N. Scott,Robert,Scott
Phil C. Lockyer,Phil,Lockyer
David A. Cruse,David,Cruse
Dave Pearce,Dave,Pearce
Gary Bugeaud,Gary,Bugeaud
George Fink,George,Fink
Kevin Olson,Kevin,Olson
Neil Roszell,Neil,Roszell
Ray Mack,Ray,Mack
J. Stephen Barley,J.,Barley
Steven C. Bastable,Steven,Bastable
Kevin Puil,Kevin,Puil
Arthur Ratte,Arthur,Ratte
R. Joe Sandberg,R.,Sandberg
Stephen Davies,Stephen,Davies
Dahra Granovsky,Dahra,Granovsky
Alan Michels,Alan,Michels
Greg Jacobsen,Greg,Jacobsen
Lucas Skoczkowski,Lucas,Skoczkowski
Kent Thexton,Kent,Thexton
David Roberts,David,Roberts
Eric Demirian,Eric,Demirian
John Wilson,John,Wilson
Nizar Somji,Nizar,Somji
Rob Williams,Rob,Williams
Doctor Barbara Kinnaird,Barbara,Kinnaird
Doctor Jonathan Wang,Jonathan,Wang
Anthony F. Holler,Anthony,Holler
Joseph D. Keegan,Joseph,Keegan
Clinton H. Severson,Clinton,Severson
Lewis J. Shuster,Lewis,Shuster
Peter A. Thompson,Peter,Thompson
Alex Behring da Costa,Alex,Behring da Costa
Alexandre Van Damme,Alexandre,Van Damme
Beto da Veiga Sicupira,Beto,da Veiga Sicupira
Daniel Schwartz,Daniel,Schwartz
Marc Caira,Marc,Caira
Paul Fribourg,Paul,Fribourg
Roberto Thompson Motta,Roberto,Thompson Motta
Sir Martin Franklin,Martin,Franklin
Tom Milroy,Tom,Milroy
Doctor Eldon Smith,Eldon,Smith
Don McCaffrey,Don,McCaffrey
Kelly McNeill,Kelly,McNeill
Ken Zuerblis,Ken,Zuerblis
Norma Biln,Norma,Biln
Shawn Lu,Shawn,Lu
Denyse Chicoyne,Denyse,Chicoyne
Jocelyn Proteau,Jocelyn,Proteau
Marc Poulin,Marc,Poulin
Mathieu Gauvin,Mathieu,Gauvin
Pierre Pomerleau,Pierre,Pomerleau
Richard Lord,Richard,Lord
Robert Courteau,Robert,Courteau
Sylvie Vachon,Sylvie,Vachon
Elaine Ellingham,Elaine,Ellingham
Michael Pesner,Michael,Pesner
Peter Barnes,Peter,Barnes
Renaud Adams,Renaud,Adams
Rene Marion,Rene,Marion
Greg Chamandy,Greg,Chamandy
Julio Carvalho,Julio,Carvalho
William Dorson,William,Dorson
Randolph Freiberg,Randolph,Freiberg
Bev Briscoe,Bev,Briscoe
Bob Elton,Bob,Elton
